"","x"
"5770","HIST1H1A"
"5771","HIST1H1B"
"5772","HIST1H1C"
"5773","HIST1H1D"
"5774","HIST1H1E"
"5775","HIST1H1T"
"5776","HIST1H2AA"
"5777","HIST1H2AB"
"5778","HIST1H2AD"
"5779","HIST1H2AE"
"5780","HIST1H2AG"
"5781","HIST1H2AH"
"5782","HIST1H2AI"
"5783","HIST1H2AJ"
"5784","HIST1H2AK"
"5785","HIST1H2AL"
"5786","HIST1H2AM"
"5787","HIST1H2BA"
"5788","HIST1H2BB"
"5789","HIST1H2BC"
"5790","HIST1H2BD"
"5791","HIST1H2BE"
"5792","HIST1H2BF"
"5793","HIST1H2BG"
"5794","HIST1H2BH"
"5795","HIST1H2BI"
"5796","HIST1H2BL"
"5797","HIST1H2BM"
"5798","HIST1H2BN"
"5799","HIST1H2BO"
"5800","HIST1H3A"
"5801","HIST1H3B"
"5802","HIST1H3C"
"5803","HIST1H3E"
"5804","HIST1H3F"
"5805","HIST1H3G"
"5806","HIST1H3H"
"5807","HIST1H3I"
"5808","HIST1H3J"
"5809","HIST1H4A"
"5810","HIST1H4B"
"5811","HIST1H4C"
"5812","HIST1H4D"
"5813","HIST1H4E"
"5814","HIST1H4F"
"5815","HIST1H4G"
"5816","HIST1H4I"
"5817","HIST1H4J"
"5818","HIST1H4K"
"5819","HIST1H4L"
"5820","HIST2H2AA3"
"5821","HIST2H2AA4"
"5822","HIST2H2AB"
"5823","HIST2H2AC"
"5824","HIST2H2BE"
"5825","HIST2H2BF"
"5826","HIST2H3A"
"5827","HIST2H3C"
"5828","HIST2H3D"
"5829","HIST2H4A"
"5830","HIST2H4B"
"5831","HIST3H2A"
"5832","HIST3H2BB"
"5833","HIST3H3"
"5834","HIVEP1"
"5835","HK1"
"5836","HK3"
"5837","HKDC1"
"5838","HKR1"
"5839","HLA-B"
"5840","HLA-C"
"5841","HLA-DMA"
"5842","HLA-DMB"
"5843","HLA-DOA"
"5844","HLA-DOB"
"5845","HLA-DPB1"
"5846","HLA-DQA1"
"5847","HLA-DQA2"
"5848","HLA-DQB1"
"5849","HLA-DQB2"
"5850","HLA-DRA"
"5851","HLA-DRB1"
"5852","HLA-DRB5"
"5853","HLA-E"
"5854","HLA-F"
"5855","HLA-G"
"5856","HLCS"
"5857","HLF"
"5858","HLTF"
"5859","HLX"
"5860","HM13"
"5861","HMBOX1"
"5862","HMBS"
"5863","HMCN1"
"5864","HMG20A"
"5865","HMG20B"
"5866","HMGA1"
"5867","HMGA2"
"5868","HMGB1"
"5869","HMGB2"
"5870","HMGB3"
"5871","HMGB4"
"5872","HMGCL"
"5873","HMGCLL1"
"5874","HMGCS2"
"5875","HMGN1"
"5876","HMGN2"
"5877","HMGN3"
"5878","HMGN4"
"5879","HMGN5"
"5880","HMGXB4"
"5881","HMHA1"
"5882","HMHB1"
"5883","HMMR"
"5884","HMOX1"
"5885","HMOX2"
"5886","HMSD"
"5887","HMX1"
"5888","HMX2"
"5889","HMX3"
"5890","HN1"
"5891","HN1L"
"5892","HNF1A"
"5893","HNF1B"
"5894","HNF4A"
"5895","HNF4G"
"5896","HNMT"
"5897","HNRNPA0"
"5898","HNRNPA3"
"5899","HNRNPAB"
"5900","HNRNPCL1"
"5901","HNRNPH2"
"5902","HNRNPH3"
"5903","HNRNPR"
"5904","HNRNPUL1"
"5905","HNRNPUL2"
"5906","HNRPDL"
"5907","HNRPLL"
"5908","HOGA1"
"5909","HOMER1"
"5910","HOMER2"
"5911","HOMER3"
"5912","HOMEZ"
"5913","HOOK1"
"5914","HOOK2"
"5915","HOOK3"
"5916","HOPX"
"5917","HORMAD1"
"5918","HORMAD2"
"5919","HOXA1"
"5920","HOXA10"
"5921","HOXA11"
"5922","HOXA13"
"5923","HOXA2"
"5924","HOXA3"
"5925","HOXA4"
"5926","HOXA5"
"5927","HOXA6"
"5928","HOXA7"
"5929","HOXA9"
"5930","HOXB1"
"5931","HOXB13"
"5932","HOXB2"
"5933","HOXB3"
"5934","HOXB4"
"5935","HOXB5"
"5936","HOXB6"
"5937","HOXB7"
"5938","HOXB8"
"5939","HOXB9"
"5940","HOXC10"
"5941","HOXC11"
"5942","HOXC12"
"5943","HOXC13"
"5944","HOXC4"
"5945","HOXC5"
"5946","HOXC6"
"5947","HOXC8"
"5948","HOXC9"
"5949","HOXD1"
"5950","HOXD10"
"5951","HOXD11"
"5952","HOXD12"
"5953","HOXD13"
"5954","HOXD3"
"5955","HOXD4"
"5956","HOXD8"
"5957","HOXD9"
"5958","HP"
"5959","HP1BP3"
"5960","HPCA"
"5961","HPCAL1"
"5962","HPCAL4"
"5963","HPD"
"5964","HPDL"
"5965","HPGD"
"5966","HPGDS"
"5967","HPN"
"5968","HPR"
"5969","HPRT1"
"5970","HPS1"
"5971","HPS3"
"5972","HPS4"
"5973","HPS5"
"5974","HPS6"
"5975","HPSE"
"5976","HPSE2"
"5977","HPX"
"5978","HR"
"5979","HRAS"
"5980","HRASLS2"
"5981","HRASLS5"
"5982","HRC"
"5983","HRCT1"
"5984","HRG"
"5985","HRH1"
"5986","HRH2"
"5987","HRH3"
"5988","HRH4"
"5989","HRK"
"5990","HRNR"
"5991","HRSP12"
"5992","HS1BP3"
"5993","HS2ST1"
"5994","HS3ST1"
"5995","HS3ST2"
"5996","HS3ST3A1"
"5997","HS3ST3B1"
"5998","HS3ST4"
"5999","HS3ST5"
"6000","HS6ST1"
"6001","HS6ST2"
"6002","HS6ST3"
"6003","HSBP1"
"6004","HSBP1L1"
"6005","HSD11B1"
"6006","HSD11B1L"
"6007","HSD11B2"
"6008","HSD17B1"
"6009","HSD17B11"
"6010","HSD17B13"
"6011","HSD17B14"
"6012","HSD17B2"
"6013","HSD17B3"
"6014","HSD17B4"
"6015","HSD17B6"
"6016","HSD17B7"
"6017","HSD17B8"
"6018","HSD3B1"
"6019","HSD3B2"
"6020","HSD3B7"
"6021","HSDL1"
"6022","HSDL2"
"6023","HSF1"
"6024","HSF2"
"6025","HSF2BP"
"6026","HSF5"
"6027","HSFX1"
"6028","HSFX2"
"6029","HSP90AA1"
"6030","HSPA12A"
"6031","HSPA12B"
"6032","HSPA13"
"6033","HSPA1A"
"6034","HSPA1B"
"6035","HSPA1L"
"6036","HSPA4"
"6037","HSPA4L"
"6038","HSPA6"
"6039","HSPB1"
"6040","HSPB11"
"6041","HSPB2"
"6042","HSPB3"
"6043","HSPB7"
"6044","HSPB8"
"6045","HSPB9"
"6046","HSPBAP1"
"6047","HSPBP1"
"6048","HTATIP2"
"6049","HTN1"
"6050","HTN3"
"6051","HTR1A"
"6052","HTR1B"
"6053","HTR1E"
"6054","HTR1F"
"6055","HTR2B"
"6056","HTR2C"
"6057","HTR3A"
"6058","HTR3B"
"6059","HTR3C"
"6060","HTR3D"
"6061","HTR3E"
"6062","HTR4"
"6063","HTR5A"
"6064","HTR6"
"6065","HTR7"
"6066","HTRA1"
"6067","HTRA2"
"6068","HTRA3"
"6069","HTRA4"
"6070","HUNK"
"6071","HUS1B"
"6072","HVCN1"
"6073","HYAL1"
"6074","HYAL2"
"6075","HYAL3"
"6076","HYAL4"
"6077","HYDIN"
"6078","HYOU1"
"6079","IAH1"
"6080","IAPP"
"6081","IBA57"
"6082","IBSP"
"6083","IBTK"
"6084","ICA1"
"6085","ICA1L"
"6086","ICAM1"
"6087","ICAM2"
"6088","ICAM3"
"6089","ICAM4"
"6090","ICAM5"
"6091","ICK"
"6092","ICMT"
"6093","ICOS"
"6094","ICOSLG"
"6095","ID1"
"6096","ID3"
"6097","ID4"
"6098","IDE"
"6099","IDH1"
"6100","IDH2"
"6101","IDH3A"
"6102","IDH3B"
"6103","IDH3G"
"6104","IDI2"
"6105","IDNK"
"6106","IDO1"
"6107","IDS"
"6108","IDUA"
"6109","IER2"
"6110","IER3"
"6111","IER5"
"6112","IER5L"
"6113","IFFO1"
"6114","IFFO2"
"6115","IFI16"
"6116","IFI27"
"6117","IFI27L1"
"6118","IFI27L2"
"6119","IFI30"
"6120","IFI35"
"6121","IFI44"
"6122","IFI44L"
"6123","IFI6"
"6124","IFIT1"
"6125","IFIT1B"
"6126","IFIT2"
"6127","IFIT3"
"6128","IFIT5"
"6129","IFITM1"
"6130","IFITM10"
"6131","IFITM2"
"6132","IFITM3"
"6133","IFITM5"
"6134","IFLTD1"
"6135","IFNA1"
"6136","IFNA10"
"6137","IFNA13"
"6138","IFNA14"
"6139","IFNA16"
"6140","IFNA17"
"6141","IFNA2"
"6142","IFNA21"
"6143","IFNA4"
"6144","IFNA5"
"6145","IFNA6"
"6146","IFNA7"
"6147","IFNA8"
"6148","IFNAR1"
"6149","IFNAR2"
"6150","IFNB1"
"6151","IFNE"
"6152","IFNG"
"6153","IFNGR1"
"6154","IFNGR2"
"6155","IFNK"
"6156","IFNL1"
"6157","IFNL2"
"6158","IFNL3"
"6159","IFNLR1"
"6160","IFNW1"
"6161","IFRD1"
"6162","IFT122"
"6163","IFT140"
"6164","IFT172"
"6165","IFT20"
"6166","IFT27"
"6167","IFT43"
"6168","IFT46"
"6169","IFT52"
"6170","IFT57"
"6171","IFT74"
"6172","IFT80"
"6173","IFT81"
"6174","IFT88"
"6175","IGDCC3"
"6176","IGDCC4"
"6177","IGF1R"
"6178","IGF2"
"6179","IGF2BP1"
"6180","IGF2BP2"
"6181","IGF2BP3"
"6182","IGF2R"
"6183","IGFALS"
"6184","IGFBP1"
"6185","IGFBP2"
"6186","IGFBP3"
"6187","IGFBP4"
"6188","IGFBP5"
"6189","IGFBP6"
"6190","IGFBP7"
"6191","IGFBPL1"
"6192","IGFL1"
"6193","IGFL2"
"6194","IGFL3"
"6195","IGFL4"
"6196","IGFLR1"
"6197","IGHMBP2"
"6198","IGIP"
"6199","IGJ"
"6200","IGLL1"
"6201","IGLON5"
"6202","IGSF1"
"6203","IGSF10"
"6204","IGSF11"
"6205","IGSF21"
"6206","IGSF22"
"6207","IGSF3"
"6208","IGSF5"
"6209","IGSF6"
"6210","IGSF8"
"6211","IGSF9"
"6212","IHH"
"6213","IKBIP"
"6214","IKBKB"
"6215","IKBKE"
"6216","IKBKG"
"6217","IKZF3"
"6218","IKZF4"
"6219","IKZF5"
"6220","IL10"
"6221","IL10RA"
"6222","IL10RB"
"6223","IL11"
"6224","IL11RA"
"6225","IL12A"
"6226","IL12B"
"6227","IL12RB1"
"6228","IL12RB2"
"6229","IL13"
"6230","IL13RA1"
"6231","IL15"
"6232","IL15RA"
"6233","IL16"
"6234","IL17A"
"6235","IL17B"
"6236","IL17C"
"6237","IL17D"
"6238","IL17F"
"6239","IL17RA"
"6240","IL17RB"
"6241","IL17RC"
"6242","IL17RD"
"6243","IL18"
"6244","IL18BP"
"6245","IL18RAP"
"6246","IL19"
"6247","IL1A"
"6248","IL1B"
"6249","IL1F10"
"6250","IL1R2"
"6251","IL1RAP"
"6252","IL1RL1"
"6253","IL1RL2"
"6254","IL1RN"
"6255","IL2"
"6256","IL20"
"6257","IL20RA"
"6258","IL20RB"
"6259","IL21"
"6260","IL21R"
"6261","IL22RA1"
"6262","IL22RA2"
"6263","IL23R"
"6264","IL24"
"6265","IL25"
"6266","IL26"
"6267","IL27"
"6268","IL27RA"
"6269","IL2RA"
"6270","IL2RB"
"6271","IL2RG"
"6272","IL3"
"6273","IL31"
"6274","IL31RA"
"6275","IL32"
"6276","IL33"
"6277","IL36A"
"6278","IL36B"
"6279","IL36G"
"6280","IL36RN"
"6281","IL37"
"6282","IL3RA"
"6283","IL4"
"6284","IL4I1"
"6285","IL4R"
"6286","IL5"
"6287","IL5RA"
"6288","IL6"
"6289","IL6R"
"6290","IL6ST"
"6291","IL7"
"6292","IL7R"
"6293","IL8"
"6294","IL9"
"6295","IL9R"
"6296","ILDR1"
"6297","ILDR2"
"6298","ILKAP"
"6299","ILVBL"
"6300","IMMP1L"
"6301","IMPA1"
"6302","IMPA2"
"6303","IMPACT"
"6304","IMPAD1"
"6305","IMPDH1"
"6306","IMPG1"
"6307","IMPG2"
"6308","INA"
"6309","INADL"
"6310","INCA1"
"6311","INF2"
"6312","ING2"
"6313","ING4"
"6314","ING5"
"6315","INHA"
"6316","INHBA"
"6317","INHBB"
"6318","INHBC"
"6319","INHBE"
"6320","INIP"
"6321","INMT"
"6322","INO80B"
"6323","INO80E"
"6324","INPP1"
"6325","INPP4A"
"6326","INPP4B"
"6327","INPP5A"
"6328","INPP5B"
"6329","INPP5E"
"6330","INPP5F"
"6331","INPP5J"
"6332","INPP5K"
"6333","INPPL1"
"6334","INS"
"6335","INSC"
"6336","INSIG2"
"6337","INSL3"
"6338","INSL4"
"6339","INSL5"
"6340","INSL6"
"6341","INSM1"
"6342","INSM2"
"6343","INSR"
"6344","INSRR"
"6345","INTS1"
"6346","INTU"
"6347","INVS"
"6348","IP6K1"
"6349","IP6K2"
"6350","IP6K3"
"6351","IPCEF1"
"6352","IPO13"
"6353","IPO4"
"6354","IPO5"
"6355","IPO8"
"6356","IPP"
"6357","IQCA1"
"6358","IQCB1"
"6359","IQCC"
"6360","IQCD"
"6361","IQCE"
"6362","IQCF1"
"6363","IQCF2"
"6364","IQCF3"
"6365","IQCF5"
"6366","IQCG"
"6367","IQCH"
"6368","IQCJ"
"6369","IQCK"
"6370","IQGAP1"
"6371","IQGAP2"
"6372","IQGAP3"
"6373","IQSEC1"
"6374","IQSEC2"
"6375","IQSEC3"
"6376","IQUB"
"6377","IRAK1"
"6378","IRAK1BP1"
"6379","IRAK2"
"6380","IRAK3"
"6381","IRAK4"
"6382","IREB2"
"6383","IRF1"
"6384","IRF2BP1"
"6385","IRF2BP2"
"6386","IRF2BPL"
"6387","IRF3"
"6388","IRF4"
"6389","IRF5"
"6390","IRF6"
"6391","IRF7"
"6392","IRF8"
"6393","IRF9"
"6394","IRGC"
"6395","IRGM"
"6396","IRS1"
"6397","IRS2"
"6398","IRS4"
"6399","IRX1"
"6400","IRX2"
"6401","IRX3"
"6402","IRX4"
"6403","IRX5"
"6404","IRX6"
"6405","ISG15"
"6406","ISG20"
"6407","ISL1"
"6408","ISL2"
"6409","ISLR"
"6410","ISLR2"
"6411","ISM1"
"6412","ISM2"
"6413","ISOC1"
"6414","ISOC2"
"6415","ISPD"
"6416","IST1"
"6417","ISX"
"6418","ISYNA1"
"6419","ITCH"
"6420","ITFG1"
"6421","ITFG2"
"6422","ITFG3"
"6423","ITGA1"
"6424","ITGA10"
"6425","ITGA11"
"6426","ITGA2"
"6427","ITGA2B"
"6428","ITGA3"
"6429","ITGA4"
"6430","ITGA5"
"6431","ITGA6"
"6432","ITGA7"
"6433","ITGA8"
"6434","ITGA9"
"6435","ITGAD"
"6436","ITGAE"
"6437","ITGAL"
"6438","ITGAM"
"6439","ITGAX"
"6440","ITGB1BP1"
"6441","ITGB1BP2"
"6442","ITGB2"
"6443","ITGB3"
"6444","ITGB3BP"
"6445","ITGB4"
"6446","ITGB6"
"6447","ITGB7"
"6448","ITGB8"
"6449","ITGBL1"
"6450","ITIH1"
"6451","ITIH2"
"6452","ITIH3"
"6453","ITIH4"
"6454","ITIH5"
"6455","ITIH6"
"6456","ITK"
"6457","ITLN1"
"6458","ITLN2"
"6459","ITM2B"
"6460","ITM2C"
"6461","ITPA"
"6462","ITPKA"
"6463","ITPKC"
"6464","ITPR1"
"6465","ITPR2"
"6466","ITPRIP"
"6467","ITPRIPL1"
"6468","ITPRIPL2"
"6469","ITSN1"
"6470","ITSN2"
"6471","IVD"
"6472","IVL"
"6473","IVNS1ABP"
"6474","IYD"
"6475","IZUMO1"
"6476","IZUMO2"
"6477","IZUMO3"
"6478","IZUMO4"
"6479","JAG2"
"6480","JAGN1"
"6481","JAK1"
"6482","JAK2"
"6483","JAKMIP1"
"6484","JAKMIP2"
"6485","JAKMIP3"
"6486","JAM2"
"6487","JAM3"
"6488","JARID2"
"6489","JAZF1"
"6490","JDP2"
"6491","JHDM1D"
"6492","JKAMP"
"6493","JMJD1C"
"6494","JMJD4"
"6495","JMJD7"
"6496","JMJD8"
"6497","JMY"
"6498","JOSD1"
"6499","JPH1"
"6500","JPH2"
"6501","JPH3"
"6502","JPH4"
"6503","JSRP1"
"6504","JTB"
"6505","JUN"
"6506","JUNB"
"6507","JUND"
"6508","JUP"
"6509","KAAG1"
"6510","KAL1"
"6511","KALRN"
"6512","KANK1"
"6513","KANK3"
"6514","KANK4"
"6515","KANSL1L"
"6516","KAT2A"
"6517","KAT2B"
"6518","KAT6B"
"6519","KATNA1"
"6520","KATNAL1"
"6521","KATNAL2"
"6522","KATNB1"
"6523","KATNBL1"
"6524","KAZALD1"
"6525","KAZN"
"6526","KBTBD11"
"6527","KBTBD13"
"6528","KBTBD3"
"6529","KBTBD4"
"6530","KBTBD6"
"6531","KBTBD7"
"6532","KBTBD8"
"6533","KCNA1"
"6534","KCNA10"
"6535","KCNA2"
"6536","KCNA3"
"6537","KCNA4"
"6538","KCNA5"
"6539","KCNA7"
"6540","KCNAB1"
"6541","KCNAB2"
"6542","KCNAB3"
"6543","KCNB1"
"6544","KCNB2"
"6545","KCNC1"
"6546","KCNC2"
"6547","KCNC3"
"6548","KCNC4"
"6549","KCND1"
"6550","KCND2"
"6551","KCND3"
"6552","KCNE1"
"6553","KCNE1L"
"6554","KCNE2"
"6555","KCNE3"
"6556","KCNF1"
"6557","KCNG1"
"6558","KCNG2"
"6559","KCNG3"
"6560","KCNG4"
"6561","KCNH1"
"6562","KCNH2"
"6563","KCNH3"
"6564","KCNH4"
"6565","KCNH5"
"6566","KCNH6"
"6567","KCNH7"
"6568","KCNH8"
"6569","KCNIP1"
"6570","KCNIP2"
"6571","KCNIP3"
"6572","KCNIP4"
"6573","KCNJ1"
"6574","KCNJ10"
"6575","KCNJ11"
"6576","KCNJ12"
"6577","KCNJ13"
"6578","KCNJ14"
"6579","KCNJ15"
"6580","KCNJ2"
"6581","KCNJ3"
"6582","KCNJ4"
"6583","KCNJ5"
"6584","KCNJ8"
"6585","KCNJ9"
"6586","KCNK1"
"6587","KCNK10"
"6588","KCNK12"
"6589","KCNK13"
"6590","KCNK15"
"6591","KCNK16"
"6592","KCNK17"
"6593","KCNK18"
"6594","KCNK2"
"6595","KCNK3"
"6596","KCNK4"
"6597","KCNK5"
"6598","KCNK6"
"6599","KCNK7"
"6600","KCNMA1"
"6601","KCNMB1"
"6602","KCNMB3"
"6603","KCNMB4"
"6604","KCNN2"
"6605","KCNN3"
"6606","KCNN4"
"6607","KCNQ1"
"6608","KCNQ2"
"6609","KCNQ3"
"6610","KCNQ4"
"6611","KCNRG"
"6612","KCNS1"
"6613","KCNS2"
"6614","KCNS3"
"6615","KCNT1"
"6616","KCNT2"
"6617","KCNU1"
"6618","KCNV2"
"6619","KCTD1"
"6620","KCTD10"
"6621","KCTD11"
"6622","KCTD13"
"6623","KCTD14"
"6624","KCTD15"
"6625","KCTD16"
"6626","KCTD17"
"6627","KCTD18"
"6628","KCTD19"
"6629","KCTD2"
"6630","KCTD20"
"6631","KCTD21"
"6632","KCTD3"
"6633","KCTD5"
"6634","KCTD6"
"6635","KCTD7"
"6636","KCTD8"
"6637","KCTD9"
"6638","KDELC1"
"6639","KDELC2"
"6640","KDELR1"
"6641","KDELR2"
"6642","KDELR3"
"6643","KDM1B"
"6644","KDM2B"
"6645","KDM3A"
"6646","KDM4A"
"6647","KDM4B"
"6648","KDM4C"
"6649","KDM4D"
"6650","KDM4E"
"6651","KDM5A"
"6652","KDM5B"
"6653","KDM5C"
"6654","KDM6B"
"6655","KDR"
"6656","KEL"
"6657","KERA"
"6658","KHDC1"
"6659","KHDC1L"
"6660","KHDC3L"
"6661","KHDRBS1"
"6662","KHDRBS2"
"6663","KHDRBS3"
"6664","KHK"
"6665","KHNYN"
"6666","KHSRP"
"6667","KIAA0040"
"6668","KIAA0087"
"6669","KIAA0101"
"6670","KIAA0141"
"6671","KIAA0195"
"6672","KIAA0196"
"6673","KIAA0232"
"6674","KIAA0247"
"6675","KIAA0319"
"6676","KIAA0319L"
"6677","KIAA0355"
"6678","KIAA0408"
"6679","KIAA0556"
"6680","KIAA0586"
"6681","KIAA0753"
"6682","KIAA0825"
"6683","KIAA0895"
"6684","KIAA0895L"
"6685","KIAA0907"
"6686","KIAA0922"
"6687","KIAA0930"
"6688","KIAA1009"
"6689","KIAA1024"
"6690","KIAA1033"
"6691","KIAA1045"
"6692","KIAA1107"
"6693","KIAA1143"
"6694","KIAA1147"
"6695","KIAA1191"
"6696","KIAA1199"
"6697","KIAA1210"
"6698","KIAA1211"
"6699","KIAA1211L"
"6700","KIAA1217"
"6701","KIAA1239"
"6702","KIAA1244"
"6703","KIAA1257"
"6704","KIAA1279"
"6705","KIAA1324"
"6706","KIAA1324L"
"6707","KIAA1328"
"6708","KIAA1377"
"6709","KIAA1407"
"6710","KIAA1430"
"6711","KIAA1432"
"6712","KIAA1456"
"6713","KIAA1462"
"6714","KIAA1467"
"6715","KIAA1468"
"6716","KIAA1522"
"6717","KIAA1549"
"6718","KIAA1551"
"6719","KIAA1586"
"6720","KIAA1598"
"6721","KIAA1614"
"6722","KIAA1644"
"6723","KIAA1671"
"6724","KIAA1683"
"6725","KIAA1704"
"6726","KIAA1715"
"6727","KIAA1737"
"6728","KIAA1755"
"6729","KIAA1841"
"6730","KIAA1875"
"6731","KIAA1919"
"6732","KIAA1958"
"6733","KIAA1967"
"6734","KIAA1984"
"6735","KIAA2013"
"6736","KIAA2022"
"6737","KIAA2026"
"6738","KIDINS220"
"6739","KIF12"
"6740","KIF13A"
"6741","KIF13B"
"6742","KIF15"
"6743","KIF16B"
"6744","KIF17"
"6745","KIF19"
"6746","KIF1A"
"6747","KIF1B"
"6748","KIF1C"
"6749","KIF20B"
"6750","KIF21A"
"6751","KIF21B"
"6752","KIF22"
"6753","KIF23"
"6754","KIF25"
"6755","KIF26A"
"6756","KIF26B"
"6757","KIF27"
"6758","KIF2A"
"6759","KIF2B"
"6760","KIF3A"
"6761","KIF3B"
"6762","KIF3C"
"6763","KIF4B"
"6764","KIF5A"
"6765","KIF5B"
"6766","KIF5C"
"6767","KIF6"
"6768","KIF7"
"6769","KIF9"
"6770","KIFAP3"
"6771","KIFC2"
"6772","KIFC3"
"6773","KIR2DL1"
"6774","KIR2DL3"
"6775","KIR2DL4"
"6776","KIR3DL1"
"6777","KIR3DL2"
"6778","KIR3DL3"
"6779","KIRREL"
"6780","KIRREL2"
"6781","KIRREL3"
"6782","KISS1"
"6783","KISS1R"
"6784","KITLG"
"6785","KL"
"6786","KLB"
"6787","KLC1"
"6788","KLC2"
"6789","KLC3"
"6790","KLC4"
"6791","KLF1"
"6792","KLF11"
"6793","KLF13"
"6794","KLF14"
"6795","KLF15"
"6796","KLF17"
"6797","KLF2"
"6798","KLF3"
"6799","KLF4"
"6800","KLF6"
"6801","KLF7"
"6802","KLF8"
"6803","KLF9"
"6804","KLHDC1"
"6805","KLHDC10"
"6806","KLHDC2"
"6807","KLHDC3"
"6808","KLHDC4"
"6809","KLHDC7A"
"6810","KLHDC7B"
"6811","KLHDC8A"
"6812","KLHDC8B"
"6813","KLHDC9"
"6814","KLHL1"
"6815","KLHL10"
"6816","KLHL11"
"6817","KLHL12"
"6818","KLHL14"
"6819","KLHL15"
"6820","KLHL17"
"6821","KLHL18"
"6822","KLHL2"
"6823","KLHL20"
"6824","KLHL21"
"6825","KLHL22"
"6826","KLHL23"
"6827","KLHL24"
"6828","KLHL25"
"6829","KLHL26"
"6830","KLHL28"
"6831","KLHL29"
"6832","KLHL3"
"6833","KLHL30"
"6834","KLHL32"
"6835","KLHL33"
"6836","KLHL34"
"6837","KLHL35"
"6838","KLHL36"
"6839","KLHL38"
"6840","KLHL4"
"6841","KLHL40"
"6842","KLHL41"
"6843","KLHL42"
"6844","KLHL5"
"6845","KLHL6"
"6846","KLHL7"
"6847","KLHL8"
"6848","KLHL9"
"6849","KLK1"
"6850","KLK10"
"6851","KLK11"
"6852","KLK12"
"6853","KLK13"
"6854","KLK15"
"6855","KLK2"
"6856","KLK3"
"6857","KLK4"
"6858","KLK5"
"6859","KLK6"
"6860","KLK7"
"6861","KLK8"
"6862","KLK9"
"6863","KLKB1"
"6864","KLLN"
"6865","KLRB1"
"6866","KLRC1"
"6867","KLRC2"
"6868","KLRC3"
"6869","KLRC4"
"6870","KLRD1"
"6871","KLRF1"
"6872","KLRG1"
"6873","KLRG2"
"6874","KLRK1"
"6875","KMO"
"6876","KNCN"
"6877","KNDC1"
"6878","KNG1"
"6879","KNOP1"
"6880","KNTC1"
"6881","KPNA1"
"6882","KPNA7"
"6883","KPTN"
"6884","KRBA2"
"6885","KRBOX1"
"6886","KRBOX4"
"6887","KRCC1"
"6888","KREMEN1"
"6889","KREMEN2"
"6890","KRIT1"
"6891","KRT1"
"6892","KRT10"
"6893","KRT12"
"6894","KRT13"
"6895","KRT14"
"6896","KRT15"
"6897","KRT16"
"6898","KRT17"
"6899","KRT18"
"6900","KRT19"
"6901","KRT2"
"6902","KRT20"
"6903","KRT222"
"6904","KRT23"
"6905","KRT24"
"6906","KRT25"
"6907","KRT26"
"6908","KRT27"
"6909","KRT28"
"6910","KRT3"
"6911","KRT31"
"6912","KRT32"
"6913","KRT33A"
"6914","KRT33B"
"6915","KRT34"
"6916","KRT36"
"6917","KRT37"
"6918","KRT38"
"6919","KRT39"
"6920","KRT5"
"6921","KRT6A"
"6922","KRT6B"
"6923","KRT6C"
"6924","KRT7"
"6925","KRT71"
"6926","KRT72"
"6927","KRT73"
"6928","KRT74"
"6929","KRT75"
"6930","KRT76"
"6931","KRT77"
"6932","KRT78"
"6933","KRT79"
"6934","KRT8"
"6935","KRT80"
"6936","KRT81"
"6937","KRT82"
"6938","KRT83"
"6939","KRT84"
"6940","KRT85"
"6941","KRT86"
"6942","KRT9"
"6943","KRTAP1-1"
"6944","KRTAP1-3"
"6945","KRTAP1-4"
"6946","KRTAP1-5"
"6947","KRTAP10-1"
"6948","KRTAP10-10"
"6949","KRTAP10-11"
"6950","KRTAP10-12"
"6951","KRTAP10-2"
"6952","KRTAP10-3"
"6953","KRTAP10-4"
"6954","KRTAP10-5"
"6955","KRTAP10-6"
"6956","KRTAP10-8"
"6957","KRTAP10-9"
"6958","KRTAP11-1"
"6959","KRTAP12-1"
"6960","KRTAP12-2"
"6961","KRTAP12-3"
"6962","KRTAP12-4"
"6963","KRTAP13-1"
"6964","KRTAP13-2"
"6965","KRTAP13-3"
"6966","KRTAP13-4"
"6967","KRTAP15-1"
"6968","KRTAP17-1"
"6969","KRTAP19-1"
"6970","KRTAP19-2"
"6971","KRTAP19-3"
"6972","KRTAP19-4"
"6973","KRTAP19-5"
"6974","KRTAP19-6"
"6975","KRTAP19-7"
"6976","KRTAP19-8"
"6977","KRTAP2-1"
"6978","KRTAP2-3"
"6979","KRTAP2-4"
"6980","KRTAP20-1"
"6981","KRTAP20-2"
"6982","KRTAP20-3"
"6983","KRTAP21-1"
"6984","KRTAP21-2"
"6985","KRTAP21-3"
"6986","KRTAP22-1"
"6987","KRTAP22-2"
"6988","KRTAP23-1"
"6989","KRTAP24-1"
"6990","KRTAP25-1"
"6991","KRTAP26-1"
"6992","KRTAP27-1"
"6993","KRTAP3-1"
"6994","KRTAP3-2"
"6995","KRTAP3-3"
"6996","KRTAP4-11"
"6997","KRTAP4-12"
"6998","KRTAP4-2"
"6999","KRTAP4-3"
"7000","KRTAP4-4"
"7001","KRTAP4-5"
"7002","KRTAP4-6"
"7003","KRTAP4-7"
"7004","KRTAP4-8"
"7005","KRTAP5-1"
"7006","KRTAP5-10"
"7007","KRTAP5-11"
"7008","KRTAP5-2"
"7009","KRTAP5-3"
"7010","KRTAP5-5"
"7011","KRTAP5-6"
"7012","KRTAP5-7"
"7013","KRTAP5-8"
